Bronze,Silver,Gold,ID,Sex,Age,Height,Weight,Year,Medal,BMI,Host,Population,GDP_Per_Capita,Event,Name,Team,Sport
0.3,0.3,0.4,54503,0,25.0,153.0,51.0,2016,2,21.78649237472767,0,51245707.0,27608.247428711602,Judo Women's Extra-Lightweight,Jeong Bo-Kyeong,South Korea,Judo
0.875,0.025,0.1,62386,0,21.0,156.0,48.0,2016,0,19.72386587771203,0,126994511.0,38972.340639146816,Judo Women's Extra-Lightweight,Ami Kondo,Japan,Judo
1.0,0.0,0.0,125754,0,25.0,178.0,78.0,2016,0,24.61810377477591,0,113661809.0,9765.717028017913,Judo Women's Half-Heavyweight,"Anamari ""Ana"" Velenek",Slovenia,Judo
1.0,0.0,0.0,125754,0,25.0,178.0,78.0,2016,0,24.61810377477591,0,113661809.0,9765.717028017913,Judo Women's Half-Heavyweight,"Anamari ""Ana"" Velenek",Slovenia,Judo
1.0,0.0,0.0,125754,0,25.0,178.0,78.0,2016,0,24.61810377477591,0,113661809.0,9765.717028017913,Judo Women's Half-Heavyweight,"Anamari ""Ana"" Velenek",Slovenia,Judo
0.3,0.0,0.7,40617,0,21.0,160.0,52.0,2016,2,20.3125,0,60600590.0,30668.981428999723,Judo Women's Half-Lightweight,Odette Giuffrida,Italy,Judo
0.1,0.8,0.1,58601,0,25.0,162.0,52.0,2016,1,19.81405273586343,0,5313399.0,53401.31487251981,Judo Women's Half-Lightweight,Majlinda Kelmendi,Albania,Judo
0.8,0.1,0.1,65424,0,27.0,160.0,52.0,2016,0,20.3125,0,144342396.0,8759.03611775209,Judo Women's Half-Lightweight,Nataliya Yuryevna Kuzyutina,Russia,Judo
0.1,0.1,0.8,1131,0,23.0,164.0,66.0,2016,2,24.538964901844142,0,66896109.0,36870.21913445626,Judo Women's Half-Middleweight,Clarisse Agbegnenou,France,Judo
0.2,0.7,0.1,122097,0,25.0,162.0,65.0,2016,1,24.76756591982929,0,34356300.0,12430.629601767552,Judo Women's Half-Middleweight,Tina Trstenjak,Slovenia,Judo
0.9,0.1,0.0,39695,0,27.0,169.0,63.0,2016,0,22.058051188683876,0,8547100.0,37180.84981153631,Judo Women's Half-Middleweight,Yarden Gerbi,Israel,Judo
0.8,0.0,0.2,132243,0,25.0,172.0,108.0,2016,0,36.50621957815036,0,126994511.0,38972.340639146816,Judo Women's Heavyweight,Kanae Yamabe,Japan,Judo
0.2,0.7,0.1,3672,0,28.0,170.0,97.0,2016,1,33.564013840830455,0,66896109.0,36870.21913445626,Judo Women's Heavyweight,milie Andol,France,Judo
0.9,0.0,0.1,133368,0,29.0,182.0,128.0,2016,0,38.64267600531336,0,1378665000.0,8117.267465431786,Judo Women's Heavyweight,Yu Song,China,Judo
0.2,0.0,0.8,29513,0,25.0,160.0,59.0,2016,2,23.046875,0,26895000.0,18864.26291809831,Judo Women's Lightweight,Dorjsurengiin Sumiya,Mongolia,Judo
0.0,0.9,0.1,110549,0,24.0,169.0,57.0,2016,1,19.95728440880922,1,207652865.0,8639.365743445373,Judo Women's Lightweight,Rafaela Lopes Silva,Brazil,Judo
0.2,0.0,0.8,29513,0,25.0,160.0,59.0,2016,2,23.046875,0,26895000.0,18864.26291809831,Judo Women's Lightweight,Dorjsurengiin Sumiya,Mongolia,Judo
0.2,0.7,0.1,117729,0,26.0,168.0,70.0,2016,1,24.801587301587304,0,126994511.0,38972.340639146816,Judo Women's Middleweight,Haruka Tachimoto,Japan,Judo
0.2,0.7,0.1,117729,0,26.0,168.0,70.0,2016,1,24.801587301587304,0,126994511.0,38972.340639146816,Judo Women's Middleweight,Haruka Tachimoto,Japan,Judo
0.9,0.1,0.0,125307,0,26.0,173.0,70.0,2016,0,23.38868655818771,0,10398489.0,4633.312922662492,Judo Women's Middleweight,Laura Vargas Koch,Germany,Judo
0.2,0.1,0.7,122954,1,29.0,192.0,78.0,2016,2,21.158854166666668,0,45004645.0,2185.72803066435,Modern Pentathlon Men's Individual,Pavlo Yuriyovych Tymoshchenko,Ukraine,Modern Pentathlon
0.1,0.8,0.1,69026,1,28.0,185.0,74.0,2016,1,21.62162162162162,0,144342396.0,8759.03611775209,Modern Pentathlon Men's Individual,Aleksandr Leonidovich Lesun,Russia,Modern Pentathlon
0.6,0.0,0.4,48025,1,26.0,178.0,64.0,2016,0,20.199469763918696,0,127540423.0,8450.494010348126,Modern Pentathlon Men's Individual,Ismael Marcelo Hernndez Uscanga,Mexico,Modern Pentathlon
0.0,0.1,0.9,22093,0,27.0,182.0,69.0,2016,2,20.830817534114235,0,66896109.0,36870.21913445626,Modern Pentathlon Women's Individual,lodie Pascaline Clouvel,France,Modern Pentathlon
0.6,0.3,0.1,87197,0,25.0,180.0,60.0,2016,0,18.51851851851852,0,37948016.0,12430.629601767552,Modern Pentathlon Women's Individual,Oktawia Nowacka,Poland,Modern Pentathlon
0.7,0.2,0.1,33241,0,24.0,168.0,55.0,2016,1,19.48696145124717,0,24127159.0,49896.68110092457,Modern Pentathlon Women's Individual,Chloe Esposito,Australia,Modern Pentathlon
0.0,0.0,1.0,71344,0,21.0,169.0,56.0,2016,2,19.607156612163443,0,46443959.0,26616.75779655097,Rhythmic Gymnastics Women's Group,Elena Lpez Benaches,Spain,Rhythmic Gymnastics
0.0,1.0,0.0,11739,0,18.0,168.0,47.0,2016,1,16.65249433106576,0,144342396.0,8759.03611775209,Rhythmic Gymnastics Women's Group,Vera Leonidovna Biryukova,Russia,Rhythmic Gymnastics
1.0,0.0,0.0,57035,0,25.0,170.0,53.0,2016,0,18.339100346020764,0,19497986.0,1242.4310438846526,Rhythmic Gymnastics Women's Group,Reneta Kamberova,Bulgaria,Rhythmic Gymnastics
0.8,0.0,0.2,101183,0,23.0,173.0,49.0,2016,0,16.372080590731397,0,45004645.0,2185.72803066435,Rhythmic Gymnastics Women's Individual,Hanna Serhivna Rizatdinova,Ukraine,Rhythmic Gymnastics
0.0,1.0,0.0,74270,0,20.0,170.0,50.0,2016,1,17.301038062283737,0,144342396.0,8759.03611775209,Rhythmic Gymnastics Women's Individual,Margarita Abdullayevna Mamun,Russia,Rhythmic Gymnastics
0.8,0.0,0.2,101183,0,23.0,173.0,49.0,2016,0,16.372080590731397,0,45004645.0,2185.72803066435,Rhythmic Gymnastics Women's Individual,Hanna Serhivna Rizatdinova,Ukraine,Rhythmic Gymnastics
0.0,0.1,0.9,13359,1,25.0,190.0,93.0,2016,2,25.7617728531856,0,24127159.0,49896.68110092457,Rowing Men's Coxed Eights,"Joshua ""Josh"" Booth",Australia,Rowing
0.0,1.0,0.0,30808,1,28.0,196.0,96.0,2016,1,24.989587671803417,0,65637239.0,40412.03361998853,Rowing Men's Coxed Eights,Scott David Durant,Great Britain,Rowing
1.0,0.0,0.0,110265,1,29.0,197.0,100.0,2016,0,25.76721894405937,0,7549433.0,10869.546423609941,Rowing Men's Coxed Eights,Olivier Floris Johannes Siegelaar,Netherlands,Rowing
0.1,0.0,0.9,48553,1,23.0,194.0,92.0,2016,2,24.44468062493357,0,24127159.0,49896.68110092457,Rowing Men's Coxless Fours,"Alexander ""Alex"" Hill",Australia,Rowing
0.6,0.3,0.1,126144,1,29.0,197.0,95.0,2016,0,24.4788579968564,0,11128246.0,44740.58324814775,Rowing Men's Coxless Fours,"Pieter Gilles ""Mechiel"" Versluis",Netherlands,Rowing
0.9,0.0,0.1,18870,1,30.0,188.0,86.0,2016,0,24.332277048438208,0,60600590.0,30668.981428999723,Rowing Men's Coxless Fours,Matteo Castaldo,Italy,Rowing
0.1,0.0,0.9,58380,1,29.0,196.0,94.0,2016,2,24.46897126197418,0,54000000.0,1729.3999780356835,Rowing Men's Coxless Pairs,Shaun Keeling,South Africa,Rowing
0.4,0.5,0.1,29899,1,27.0,200.0,102.0,2016,2,25.5,0,22242653.0,8535.046875626696,Rowing Men's Coxless Pairs,Felix Drahotta,Germany,Rowing
1.0,0.0,0.0,62,1,21.0,198.0,90.0,2016,0,22.95684113865932,0,60600590.0,30668.981428999723,Rowing Men's Coxless Pairs,Giovanni Abagnale,Italy,Rowing
0.1,0.2,0.7,101070,1,27.0,202.0,110.0,2016,2,26.958141358690323,0,2872298.0,14912.686542793159,Rowing Men's Double Sculls,Saulius Ritter,Lithuania,Rowing
0.1,0.2,0.7,101070,1,27.0,202.0,110.0,2016,2,26.958141358690323,0,2872298.0,14912.686542793159,Rowing Men's Double Sculls,Saulius Ritter,Lithuania,Rowing
0.9,0.0,0.1,13395,1,26.0,193.0,84.0,2016,0,22.55094096485812,0,5232929.0,70890.03556873862,Rowing Men's Double Sculls,Kjetil Borch,Norway,Rowing
0.2,0.1,0.7,66805,1,28.0,182.0,73.0,2016,2,22.03840115928028,0,19325000.0,2529.518179054095,Rowing Men's Lightweight Coxless Fours,Jacob Sgaard Larsen,Denmark,Rowing
0.1,0.8,0.1,44384,1,31.0,187.0,76.0,2016,1,21.7335354170837,0,10332785.0,25052.33939008549,Rowing Men's Lightweight Coxless Fours,Mario-Elio Gyr,Switzerland,Rowing
1.0,0.0,0.0,22307,1,24.0,187.0,70.0,2016,0,20.0177299894192,0,66896109.0,36870.21913445626,Rowing Men's Lightweight Coxless Fours,Thibault Colard,France,Rowing
0.0,0.1,0.9,87963,1,22.0,177.0,70.0,2016,2,22.34351559258195,0,4773095.0,64100.42995227615,Rowing Men's Lightweight Double Sculls,Paul O'Donovan,Ireland,Rowing
0.0,0.6,0.4,6346,1,27.0,178.0,71.0,2016,1,22.408786769347305,0,66896109.0,36870.21913445626,Rowing Men's Lightweight Double Sculls,Jrmie Azou,France,Rowing
1.0,0.0,0.0,115643,1,27.0,181.0,69.0,2016,0,21.06162815542871,0,5232929.0,70890.03556873862,Rowing Men's Lightweight Double Sculls,Are Weierholt Strandli,Norway,Rowing
0.1,0.0,0.9,9764,1,26.0,187.0,90.0,2016,2,25.737081414967538,0,24127159.0,49896.68110092457,Rowing Men's Quadruple Sculls,Alexander Belonogoff,Australia,Rowing
0.0,0.7,0.3,43300,1,27.0,193.0,92.0,2016,1,24.69864962817794,0,20657957.0,5828.74566230123,Rowing Men's Quadruple Sculls,Hans Gruhne,Germany,Rowing
0.9,0.1,0.0,117835,1,29.0,194.0,95.0,2016,0,25.241789775746625,0,1316481.0,17736.802695352115,Rowing Men's Quadruple Sculls,Kaspar Taimsoo,Estonia,Rowing
0.1,0.3,0.6,43037,1,30.0,190.0,92.0,2016,2,25.48476454293629,0,2872298.0,14912.686542793159,Rowing Men's Single Sculls,Mindaugas Grikonis,Lithuania,Rowing
0.1,0.3,0.6,43037,1,30.0,190.0,92.0,2016,2,25.48476454293629,0,2872298.0,14912.686542793159,Rowing Men's Single Sculls,Mindaugas Grikonis,Lithuania,Rowing
0.1,0.3,0.6,43037,1,30.0,190.0,92.0,2016,2,25.48476454293629,0,2872298.0,14912.686542793159,Rowing Men's Single Sculls,Mindaugas Grikonis,Lithuania,Rowing
0.0,0.0,1.0,31360,0,31.0,178.0,75.0,2016,2,23.671253629592226,0,65637239.0,40412.03361998853,Rowing Women's Coxed Eights,"Jessica Jane ""Jess"" Eddie",Great Britain,Rowing
0.0,1.0,0.0,110718,0,27.0,183.0,82.0,2016,1,24.48565200513601,0,323127513.0,57588.538070583025,Rowing Women's Coxed Eights,Kerry Simmonds,United States,Rowing
0.9,0.1,0.0,94066,0,25.0,190.0,74.0,2016,0,20.498614958448755,0,19705301.0,9567.097781913297,Rowing Women's Coxed Eights,Mihaela Petril,Romania,Rowing
0.35,0.25,0.4,9432,0,25.0,183.0,73.0,2016,2,21.798202394816204,0,4692700.0,40331.95910482274,Rowing Women's Coxless Pairs,"Genevieve ""Gen"" Behrent",New Zealand,Rowing
0.35,0.25,0.4,9432,0,25.0,183.0,73.0,2016,2,21.798202394816204,0,4692700.0,40331.95910482274,Rowing Women's Coxless Pairs,"Genevieve ""Gen"" Behrent",New Zealand,Rowing
1.0,0.0,0.0,3691,0,23.0,183.0,86.0,2016,0,25.68007405416704,0,4381336.0,37321.4433901355,Rowing Women's Coxless Pairs,Anne Dsane Andersen,Denmark,Rowing
0.1,0.2,0.7,53798,0,27.0,182.0,74.0,2016,2,22.34029706557179,0,9901664.0,16478.831592157032,Rowing Women's Double Sculls,Inge Janssen,Netherlands,Rowing
0.5333333333333333,0.36666666666666664,0.1,123871,0,22.0,176.0,66.0,2016,0,21.306818181818183,0,2872298.0,14912.686542793159,Rowing Women's Double Sculls,Milda Valiukait,Lithuania,Rowing
0.9,0.1,0.0,22249,0,29.0,180.0,72.0,2016,0,22.22222222222222,0,19705301.0,9567.097781913297,Rowing Women's Double Sculls,Roxana Gabriela Cogianu,Romania,Rowing
0.2,0.1,0.7,54302,0,34.0,165.0,59.0,2016,2,21.6712580348944,0,36286425.0,42348.94546059788,Rowing Women's Lightweight Double Sculls,Lindsay Jennerich,Canada,Rowing
0.1,0.8,0.1,46951,0,32.0,173.0,59.0,2016,1,19.71332152761536,0,218035000.0,8611.401839154265,Rowing Women's Lightweight Double Sculls,Maaike Christiane Head,Netherlands,Rowing
0.8,0.1,0.1,90936,0,27.0,173.0,57.0,2016,0,19.045073340238563,0,1378665000.0,8117.267465431786,Rowing Women's Lightweight Double Sculls,Pan Feihong,China,Rowing
0.1,0.0,0.9,11094,0,25.0,170.0,66.0,2016,2,22.837370242214536,0,37824487.0,13143.521218687236,Rowing Women's Quadruple Sculls,Nicole Beukers,Netherlands,Rowing
0.3,0.7,0.0,73153,0,28.0,175.0,68.0,2016,1,22.20408163265306,0,37948016.0,12430.629601767552,Rowing Women's Quadruple Sculls,Natalia Madaj,Poland,Rowing
0.9,0.1,0.0,21492,0,24.0,182.0,74.0,2016,0,22.34029706557179,0,37948016.0,12430.629601767552,Rowing Women's Quadruple Sculls,Monika Ciaciuch,Poland,Rowing
0.1,0.0,0.9,115459,0,31.0,183.0,71.0,2016,2,21.20099137030069,0,323127513.0,57588.538070583025,Rowing Women's Single Sculls,"Genevra ""Gevvie"" Stone",United States,Rowing
0.6,0.15,0.25,126862,0,27.0,170.0,62.0,2016,0,21.45328719723184,0,2872298.0,14912.686542793159,Rowing Women's Single Sculls,Donata Vitartait,Lithuania,Rowing
1.0,0.0,0.0,30216,0,27.0,180.0,76.0,2016,0,23.456790123456788,0,1378665000.0,8117.267465431786,Rowing Women's Single Sculls,Duan Jingli,China,Rowing
0.0,0.0,1.0,11293,1,25.0,176.0,86.0,2016,2,27.76342975206612,0,65637239.0,40412.03361998853,Rugby Sevens Men's Rugby Sevens,"Daniel ""Dan"" Bibby",Great Britain,Rugby Sevens
0.0,1.0,0.0,84361,1,28.0,198.0,109.0,2016,1,27.803285379042958,0,128063000.0,39339.29757318257,Rugby Sevens Men's Rugby Sevens,Leone Nakarawa,Fiji,Rugby Sevens
1.0,0.0,0.0,15554,1,29.0,182.0,92.0,2016,0,27.77442337881898,0,191889000.0,3573.941184747432,Rugby Sevens Men's Rugby Sevens,Kyle Gie Brown,South Africa,Rugby Sevens
0.0,0.0,1.0,35651,0,21.0,168.0,75.0,2016,2,26.573129251700685,0,4692700.0,40331.95910482274,Rugby Sevens Women's Rugby Sevens,Theresa Matauaina Fitzpatrick,New Zealand,Rugby Sevens
0.0,1.0,0.0,42623,0,23.0,172.0,75.0,2016,1,25.351541373715524,0,24127159.0,49896.68110092457,Rugby Sevens Women's Rugby Sevens,Ellia Green,Australia,Rugby Sevens
1.0,0.0,0.0,10140,0,27.0,165.0,68.0,2016,0,24.977043158861346,0,36286425.0,42348.94546059788,Rugby Sevens Women's Rugby Sevens,"Brittany ""Britt"" Benn",Canada,Rugby Sevens
0.0,0.1,0.9,115260,1,30.0,178.0,81.0,2016,2,25.5649539199596,0,7549433.0,10869.546423609941,Sailing Men's One Person Dinghy,Toni Stipanovi,Croatia,Sailing
0.0,0.9,0.1,16773,1,26.0,180.0,81.0,2016,1,25.0,0,24127159.0,49896.68110092457,Sailing Men's One Person Dinghy,Tom Burton,Australia,Sailing
0.8,0.0,0.2,78120,1,25.0,183.0,81.0,2016,0,24.187046492878256,0,4692700.0,40331.95910482274,Sailing Men's One Person Dinghy,Sam Meech,New Zealand,Sailing
0.8,0.1,0.1,90604,1,25.0,191.0,98.0,2016,0,26.863298703434666,0,323127513.0,57588.538070583025,Sailing Men's One Person Heavyweight Dinghy,Caleb Paine,United States,Sailing
0.0,1.0,0.0,108000,1,29.0,197.0,95.0,2016,1,24.4788579968564,0,65637239.0,40412.03361998853,Sailing Men's One Person Heavyweight Dinghy,Giles Lyndon Scott,Great Britain,Sailing
0.8,0.1,0.1,90604,1,25.0,191.0,98.0,2016,0,26.863298703434666,0,323127513.0,57588.538070583025,Sailing Men's One Person Heavyweight Dinghy,Caleb Paine,United States,Sailing
0.7,0.2,0.1,47228,1,26.0,185.0,80.0,2016,0,23.37472607742878,0,31362000.0,24167.804306056067,Sailing Men's Skiff,Erik Heil,Germany,Sailing
0.7,0.2,0.1,47228,1,26.0,185.0,80.0,2016,0,23.37472607742878,0,31362000.0,24167.804306056067,Sailing Men's Skiff,Erik Heil,Germany,Sailing
0.8,0.1,0.1,95494,1,28.0,181.0,80.0,2016,0,24.41927902078691,0,45004645.0,2185.72803066435,Sailing Men's Skiff,Thomas Plel,Germany,Sailing
0.1,0.1,0.8,103807,1,27.0,193.0,75.0,2016,2,20.13476871862332,0,24127159.0,49896.68110092457,Sailing Men's Two Person Dinghy,"William ""Will"" Ryan",Australia,Sailing
0.0,0.9,0.1,74929,1,30.0,173.0,70.0,2016,1,23.38868655818771,0,142742350.0,11635.26037297,Sailing Men's Two Person Dinghy,Igor Mareni,Croatia,Sailing
0.8,0.1,0.1,56643,1,32.0,184.0,74.0,2016,0,21.85727788279773,0,9988380.0,149.33318903120045,Sailing Men's Two Person Dinghy,Pavlos Kagialis,Greece,Sailing
0.8,0.1,0.1,67498,1,27.0,186.0,72.0,2016,0,20.811654526534856,0,66896109.0,36870.21913445626,Sailing Men's Windsurfer,Pierre Le Coq,France,Sailing
0.8,0.1,0.1,67498,1,27.0,186.0,72.0,2016,0,20.811654526534856,0,66896109.0,36870.21913445626,Sailing Men's Windsurfer,Pierre Le Coq,France,Sailing
0.8,0.1,0.1,67498,1,27.0,186.0,72.0,2016,0,20.811654526534856,0,66896109.0,36870.21913445626,Sailing Men's Windsurfer,Pierre Le Coq,France,Sailing
0.0,0.1,0.9,25384,0,24.0,168.0,65.0,2016,2,23.030045351473927,0,24127159.0,49896.68110092457,Sailing Mixed Multihull,Lisa Darmanin,Australia,Sailing
0.0,0.1,0.9,25384,0,24.0,168.0,65.0,2016,2,23.030045351473927,0,24127159.0,49896.68110092457,Sailing Mixed Multihull,Lisa Darmanin,Australia,Sailing
1.0,0.0,0.0,36763,0,23.0,167.0,57.0,2016,0,20.43816558499767,0,8747358.0,44731.0108553361,Sailing Mixed Multihull,Tanja Chiara Frank,Austria,Sailing
0.2,0.15,0.65,83509,0,26.0,184.0,72.0,2016,2,21.26654064272212,0,4773095.0,64100.42995227615,Sailing Women's One Person Dinghy,Annalise Murphy,Ireland,Sailing
0.0,0.8,0.2,18500,0,29.0,164.0,63.0,2016,1,23.423557406305772,0,43847430.0,12654.354998995825,Sailing Women's One Person Dinghy,Cecilia Carranza Saroli,Argentina,Sailing
0.6,0.4,0.0,100902,0,25.0,170.0,68.0,2016,0,23.529411764705884,0,57685327.0,31174.561087858037,Sailing Women's One Person Dinghy,Anne-Marie Rindom,Denmark,Sailing
0.1,0.0,0.9,78119,0,23.0,178.0,74.0,2016,2,23.355636914530997,0,4692700.0,40331.95910482274,Sailing Women's Skiff,Molly Meech,New Zealand,Sailing
0.1,0.8,0.1,42228,0,25.0,168.0,62.0,2016,1,21.9671201814059,1,207652865.0,8639.365743445373,Sailing Women's Skiff,Martine Soffiatti Grael,Brazil,Sailing
0.9,0.0,0.1,45742,0,27.0,166.0,60.0,2016,0,21.773842357381334,0,4408100.0,39970.256244503704,Sailing Women's Skiff,Jena Mai Hansen,Denmark,Sailing
0.5,0.0,0.5,26991,0,29.0,179.0,66.0,2016,0,20.598608033457133,0,66896109.0,36870.21913445626,Sailing Women's Two Person Dinghy,Hlne Defrance,France,Sailing
0.6,0.2,0.2,67719,0,31.0,159.0,56.0,2016,0,22.15102250702108,0,66896109.0,36870.21913445626,Sailing Women's Two Person Dinghy,Camille Lecointre,France,Sailing
0.6,0.2,0.2,67719,0,31.0,159.0,56.0,2016,0,22.15102250702108,0,66896109.0,36870.21913445626,Sailing Women's Two Person Dinghy,Camille Lecointre,France,Sailing
0.0,0.1,0.9,20247,0,27.0,172.0,63.0,2016,2,21.29529475392104,0,1378665000.0,8117.267465431786,Sailing Women's Windsurfer,Chen Peina,China,Sailing
0.0,0.8,0.2,94642,0,31.0,169.0,57.0,2016,1,19.95728440880922,0,66896109.0,36870.21913445626,Sailing Women's Windsurfer,Charline Picon,France,Sailing
0.1,0.3,0.6,32254,0,19.0,170.0,59.0,2016,0,20.41522491349481,0,144342396.0,8759.03611775209,Sailing Women's Windsurfer,Stefaniya Aleksandrovna Elfutina,Russia,Sailing
0.1,0.1,0.8,48966,1,41.0,175.0,75.0,2016,1,24.489795918367346,0,22031750.0,51936.888711646105,"Shooting Men's Air Pistol, 10 metres",Hong Xun Vinh,Vietnam,Shooting
0.1,0.2,0.7,131784,1,24.0,169.0,69.0,2016,2,24.158817968558527,1,207652865.0,8639.365743445373,"Shooting Men's Air Pistol, 10 metres",Felipe Almeida Wu,Brazil,Shooting
0.9,0.1,0.0,60253,1,30.0,167.0,75.0,2016,0,26.89232313815483,0,25368620.0,13137.9080701614,"Shooting Men's Air Pistol, 10 metres",Kim Song-Guk,North Korea,Shooting
0.0,0.06666666666666667,0.9333333333333332,57060,1,28.0,178.0,73.0,2016,2,23.04002019946976,0,144342396.0,8759.03611775209,"Shooting Men's Air Rifle, 10 metres",Sergey Igorevich Kamensky,Russia,Shooting
0.1,0.1,0.8,64845,1,23.0,176.0,64.0,2016,2,20.66115702479339,0,45004645.0,2185.72803066435,"Shooting Men's Air Rifle, 10 metres",Serhiy Volodymyrovych Kulish,Ukraine,Shooting
0.6,0.0,0.4,76132,1,21.0,171.0,73.0,2016,0,24.96494647925858,0,144342396.0,8759.03611775209,"Shooting Men's Air Rifle, 10 metres",Vladimir Anatolyevich Maslennikov,Russia,Shooting
0.0,0.2,0.8,52180,1,37.0,170.0,97.0,2016,2,33.564013840830455,0,60600590.0,30668.981428999723,Shooting Men's Double Trap,Marco Innocenti,Italy,Shooting
0.2,0.3,0.5,108025,1,31.0,172.0,84.0,2016,0,28.393726338561383,0,65637239.0,40412.03361998853,Shooting Men's Double Trap,"Stephen ""Steve"" Scott",Great Britain,Shooting
0.2,0.3,0.5,108025,1,31.0,172.0,84.0,2016,0,28.393726338561383,0,65637239.0,40412.03361998853,Shooting Men's Double Trap,"Stephen ""Steve"" Scott",Great Britain,Shooting
0.1,0.1,0.8,97978,1,20.0,189.0,85.0,2016,2,23.79552644102909,0,66896109.0,36870.21913445626,"Shooting Men's Rapid-Fire Pistol, 25 metres",Jean Quiquampoix,France,Shooting
0.8,0.1,0.1,69571,1,26.0,173.0,71.0,2016,0,23.722810651876102,0,1378665000.0,8117.267465431786,"Shooting Men's Rapid-Fire Pistol, 25 metres",Li Yuehong,China,Shooting
0.8,0.1,0.1,69571,1,26.0,173.0,71.0,2016,0,23.722810651876102,0,1378665000.0,8117.267465431786,"Shooting Men's Rapid-Fire Pistol, 25 metres",Li Yuehong,China,Shooting
0.3,0.0,0.7,116968,1,26.0,176.0,68.0,2016,2,21.952479338842977,0,9903122.0,51844.761261862746,Shooting Men's Skeet,Erik Marcus Svensson,Sweden,Shooting
0.0,1.0,0.0,102734,1,21.0,176.0,65.0,2016,1,20.983987603305785,0,60600590.0,30668.981428999723,Shooting Men's Skeet,Gabriele Rossetti,Italy,Shooting
0.8,0.0,0.2,2112,1,52.0,183.0,83.0,2016,0,24.78425751739377,0,2569804.0,59044.247287786486,Shooting Men's Skeet,Abdullah Al-Rashidi,Kuwait,Shooting
0.5,0.2,0.3,56311,1,28.0,179.0,80.0,2016,1,24.9680097375238,0,9519374.0,57134.07706824042,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",Henri Junghnel,Germany,Shooting
0.5,0.2,0.3,56311,1,28.0,179.0,80.0,2016,1,24.9680097375238,0,9519374.0,57134.07706824042,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",Henri Junghnel,Germany,Shooting
1.0,0.0,0.0,42924,1,24.0,179.0,88.0,2016,0,27.46481071127618,0,144342396.0,8759.03611775209,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",Kirill Akopovich Grigoryan,Russia,Shooting
0.9,0.0,0.1,99281,1,21.0,172.0,78.0,2016,0,26.365603028664147,0,66896109.0,36870.21913445626,"Shooting Men's Small-Bore Rifle, Three Positions, 50 metres",Alexis Raynaud,France,Shooting
0.9,0.0,0.1,99281,1,21.0,172.0,78.0,2016,0,26.365603028664147,0,66896109.0,36870.21913445626,"Shooting Men's Small-Bore Rifle, Three Positions, 50 metres",Alexis Raynaud,France,Shooting
0.9,0.0,0.1,99281,1,21.0,172.0,78.0,2016,0,26.365603028664147,0,66896109.0,36870.21913445626,"Shooting Men's Small-Bore Rifle, Three Positions, 50 metres",Alexis Raynaud,France,Shooting
0.2,0.4,0.4,40707,1,33.0,178.0,82.0,2016,1,25.88057063502083,0,9903122.0,51844.761261862746,Shooting Men's Trap,Josip Glasnovi,Croatia,Shooting
0.2,0.4,0.4,40707,1,33.0,178.0,82.0,2016,1,25.88057063502083,0,9903122.0,51844.761261862746,Shooting Men's Trap,Josip Glasnovi,Croatia,Shooting
0.7,0.1,0.2,70301,1,33.0,180.0,80.0,2016,0,24.69135802469136,0,65637239.0,40412.03361998853,Shooting Men's Trap,"Edward Theodore ""Ed"" Ling",Great Britain,Shooting
0.0,0.2,0.8,57735,0,33.0,158.0,55.0,2016,2,22.031725684986377,0,38363667.0,2459.0206846825326,"Shooting Women's Air Pistol, 10 metres",Monika Karsch,Germany,Shooting
0.2,0.8,0.0,134516,0,25.0,162.0,70.0,2016,1,26.672763298277697,0,1378665000.0,8117.267465431786,"Shooting Women's Air Pistol, 10 metres",Zhang Mengxue,China,Shooting
0.7333333333333333,0.06666666666666667,0.2,28466,0,47.0,168.0,93.0,2016,0,32.95068027210885,0,209896000.0,6109.925868048938,"Shooting Women's Air Pistol, 10 metres",Heidi Diethelm Gerber,Switzerland,Shooting
0.0,0.9,0.1,120121,0,19.0,155.0,55.0,2016,1,22.892819979188346,0,323127513.0,57588.538070583025,"Shooting Women's Air Rifle, 10 metres","Virginia ""Ginny"" Thrasher",United States,Shooting
0.0,0.9,0.1,120121,0,19.0,155.0,55.0,2016,1,22.892819979188346,0,323127513.0,57588.538070583025,"Shooting Women's Air Rifle, 10 metres","Virginia ""Ginny"" Thrasher",United States,Shooting
0.0,0.9,0.1,120121,0,19.0,155.0,55.0,2016,1,22.892819979188346,0,323127513.0,57588.538070583025,"Shooting Women's Air Rifle, 10 metres","Virginia ""Ginny"" Thrasher",United States,Shooting
0.1,0.6,0.3,6624,0,33.0,175.0,85.0,2016,1,27.755102040816325,0,60600590.0,30668.981428999723,Shooting Women's Skeet,Diana Bacosi,Italy,Shooting
0.1,0.6,0.3,6624,0,33.0,175.0,85.0,2016,1,27.755102040816325,0,60600590.0,30668.981428999723,Shooting Women's Skeet,Diana Bacosi,Italy,Shooting
0.1,0.6,0.3,6624,0,33.0,175.0,85.0,2016,1,27.755102040816325,0,60600590.0,30668.981428999723,Shooting Women's Skeet,Diana Bacosi,Italy,Shooting
